"catalyst","agent which brings about a chemical change while it remains unaffected and unchanged; CF. catalysis"
"catapult","slingshot; hurling machine; V: fire from catapult"
"cataract","great waterfall; eye abnormality"
"catastrophe","calamity ; disaster"
"catcall","shout of disapproval or displeasure ; boo; V."
"catechism","book for religious instruction in question-and-answer form; religious instruction by question and answer; V. catechize"
"categorical","without exceptions; made without any doubt in mind; unqualified; absolute"
"catharsis","purging or cleansing of any passage of the body; purging and weakening of strong emotions as a result of experiencing a dramatic work of art"
"cathartic","purgative; medicine that causes the bowels to empty; ADJ."
"catholic","universal; general; broad; including many different parts; wide-ranging liberal; Ex. catholic opinions/tastes"
"caucus","private meeting of a group of people in a political party to select officers or determine policy; CF. the Caucus club of Boston"
"caulk","make watertight"
"causal","implying a cause-and-effect relationship; N. causality"
"caustic","burning; corrosive; able to burn by chemical action; sarcastically biting; intended to hurt; bitter; harmful; OP. harmless"
"cauterize","burn  with hot iron or caustic substance to stop bleeding and prevent infection"
"cavalcade","procession of riders or horse-drawn carriages; parade; CF. cavalry"
"cavalier","casual and offhand; arrogant; N: knight"
"cavil","quibble; make frivolous objections; find fault unnecessarily"
"cede","yield  to ; surrender formally; N. cession"
"celerity","speed; rapidity"
"celestial","heavenly"
"celibate","abstaining from sexual intercourse; unmarried; N. celibacy"
"censor","overseer of morals ; person who eliminates inappropriate matter; V."
"censorious","severely critical"
"censure","blame; criticize; express strong disapproval; N: severe criticism; strong disapproval"
"centaur","mythical figure, half man and half horse"
"centigrade","denoting a widely used temperature scale"
"centrifugal","radiating; departing from the center"
"centrifuge","machine that separates substances by whirling them"
"centripetal","tending toward the center"
"centurion","Roman army officer"
"cerebral","pertaining to the brain or intellect; intellectual rather than emotional; CF. cerebrum"
"cerebration","thought; working of the brain"
"ceremonious","marked by formality; extremely formal and polite; CF. ceremony: conventional social courtesy"
"certitude","certainty"
"cessation","stoppage"
"cession","yielding to another; ceding"
"chafe","warm by rubbing; make sore by rubbing; N."
"chaff","worthless products of an endeavor; husk separated from grain; Ex. separate the wheat from the chaff"
"chaffing","bantering; joking"
"chagrin","annoyance and disappointment; vexation"
"chalice","goblet; consecrated cup"
"chameleon","lizard that changes color in different situations"
"champion","support militantly; fight for; N: person who fights for or supports strongly"
"chaotic","in utter disorder"
"charisma","divine gift; great popular charm or appeal; magnetism"
"charlatan","quack; pretender to knowledge"
"chary","cautious; unwilling to take risks; sparing or restrained about giving; OP. bold"
"chase","ornament a metal surface by indenting; follow rapidly to catch"
"chasm","abyss; very deep crack"
"chassis","framework and working parts of an automobile; framework to which components are attached"
"chaste","morally pure; virginal; abstaining from illicit sexual acts; modest; simple ; not highly decorated; austere"
"chasten","discipline; punish in order to correct; CF. castigate"
"chastise","punish as by beating; criticize severely"
"chauvinist","blindly devoted patriot; zealous adherent of a group, cause, or sex; ADJ. chauvinistic; CF. chauvinism; Nicolas Chauvin"
"check","stop motion; curb or restrain"
"checkered","marked by great changes in fortune; with many changes of fortune; CF. checked: having a pattern of squares"
"cherubic","angelic; innocent-looking; N. cherub; CF. seraph: winged angel of the highest order"
"chicanery","trickery; deception"
"chide","scold; rebuke"
"chimerical","fantastically improbable; highly unrealistic; N. chimera: unreal fancy; fire-breathing female creature"
"chisel","swindle or cheat; N: wedgelike tool for cutting"
"chivalrous","courteous; faithful; brave; N. chivalry"
"choleric","hot-tempered; bad-tempered; irritable; easily angered; CF. cholera"
"choreography","art of representing dances in written symbols; arrangement of dances"
"chortle","chuckle with delight; N."
"chronic","long established as a disease"
"chronicle","report; record"
"churlish","boorish; rude; N. churl: boor; yahoo"
"ciliated","having minute hairs; CF. cilium; CF. cilia: eyelash"
"cipher","nonentity; worthless person or thing; zero; secret code; V."
"circlet","small ring; band of gold, silver, jewel, etc."
"circuitous","roundabout"
"circumlocution","indirect or roundabout expression"
"circumscribe","limit; confine; draw a line around"
"circumspect","prudent; cautious; acting after careful thought"
"circumvent","outwit; defeat by behaving more cleverly; outsmart; baffle; avoid; get around"
"cistern","reservoir or water tank"
"citadel","fortress"
"cite","quote; commend; Ex. cited for bravery in an official record"
"civil","having to do with citizens; not military or religious; courteous and polite; Ex. married in a civil ceremony; Ex. civil strife/disorder/law; N. civility; CF. civic"
"clairvoyant","having foresight; fortune teller; N. clairvoyance"
"clamber","climb by crawling with difficulties; scramble"
"clamor","loud continuous noise; continuous demand or complaint made by a large number of people; V: make a clamor; express  continually and loudly; ADJ. clamorous"
"clandestine","secret"
"clangor","loud resounding noise; sound of repeated clanging"
"clapper","striker  of a bell"
"clarion","shrill, trumpetlike sound; kind of trumpet used in former times"
"claustrophobia","fear of being locked in"
"clavicle","collarbone"
"cleave","split or sever; cling to; remain faithful to; N. cleavage; ADJ. cloven"
"cleft","split"
"clemency","disposition to be lenient in deciding punishments; mildness as of the weather; ADJ. clement"
"cliche","phrase dulled in meaning by repetition; platitude; ADJ. cliched"
"clientele","body of customers"
"climactic","relating to the highest point; N. climax; CF. climatic"
"clime","climate"
"clique","small exclusive group of people"
"cloister","monastery or convent"
"clout","great influence ; hard blow with fist"
"cloying","distasteful ; excessively sweet or sentimental; V. cloy: become unpleasant through too much sweetness or excess"
"coagulate","congeal; thicken; clot; N. coagulant"
"coalesce","combine; fuse; N. coalescence"
"coalition","partnership; league; union of separate political parties"
"coda","concluding section of a musical or literary composition"
"coddle","treat gently; indulge excessively; pamper; mollycoddle; baby; cook in water just below boiling point; Ex. coddled eggs"
"codicil","supplement to the body of a will; later addition to a will"
"codify","arrange  as a code; classify; N. code: system of words used instead of ordinary writing; collection of laws, rules, established social customs"
"coercion","use of force to get someone to object; compelling; V. coerce"
"coeval","living at the same time as; existing during the same period of time; contemporary; of the same age"
"cog","tooth projecting from a wheel"
"cogent","convincing"
"cogitate","think over; ponder"
"cognate","having a common origin; related linguistically; allied by blood; similar or akin in nature; Ex. cognate languages; N."
"cognitive","having to do with knowing or perceiving related to the mental processes; N. cognition: the mental process of knowing"
"cognizance","knowledge; ADJ. cognizant; having knowledge; aware"
"cohabit","live together"
"cohere","stick together"
"cohesion","tendency to keep together"
"cohorts","group of people who share some common quality; armed band; a group of between 300 and 600 soldiers under one commander"
"coiffure","hairstyle"
"coin","make coins; invent or fabricate ; N. coinage: word or phrase recently invented"
"coincidence","the chance occurrence, at the same time, of two or more seemingly connected events; V. coincide: happen at the same time; be in agreement; CF. coincident; CF. coincidental"
"colander","utensil with perforated bottom used for straining"
"collaborate","work together; cooperate treasonably with the enemy"
"collage","work of art put together from fragments"
"collate","examine and compare in order to verify authenticity; arrange in order"
"collateral","security given for loan; ADJ: secondary; descended from the same person but through different sons or daughters"
"collation","a light meal; collating"
"colloquial","pertaining to conversational or common speech; informal; N. colloquialism: colloquial expression"
"colloquy","informal discussion; conversation"
"collusion","conspiring in a fraudulent scheme to cheat or deceive others; V. collude"
